,तावद्द्वयस,a,ap----a--a,,,,/t̪ɑː.ˈʋəd̪.d̪ʋə.jə.sə/,तावद्-द्वयस,0
382899,,उपलल्,v,v----a--1- v----d--1-,,,,/.pə.ləl/,उप-लल्,0
382900,45512,उपलम्भ,n,n-----m--a,,,,/.pə.ləm.bʱə/,उप-लम्भ,0
382901,45513,उपलम्भक,a,ap----a--a,,,,/.pə.ləm.bʱə.kə/,उप-लम्भक,0
382902,45514,उपलम्भन,n,n-----n--a,,,,/.pə.ləm.bʱə.nə/,उप-लम्भन,0
382903,45515,उपलम्भ्य,a,ap----a--a,,,,/.pə.ləm.bʱjə/,उप-लम्भ्य,0
382904,,उपलप्रक्षिन्,a,ap----a--n,,ap----f--ī=>िणी,,/.pə.ˈləp.ˈɹək.ʂin/,उपल-प्रक्षि॔न्,0
382905,,उपलय,n,n-----m--a,,,,/.pə.lə.jə/,उप-लय,0
382906,45526,उपलेख,n,n-----m--a,,,,/.pə.leː.kʰə/,उप-लेख,0
382907,,उपलेखभाष्य,n,n-----n--a,,,,/.pə.leː.kʰə.bʱɑːʂ.jə/,उप-लेख-भाष्य,0
382908,,उपलेखपञ्जिका,n,n-----f--ā,,,,/.pə.leː.kʰə.pəɲ.d͡ʑi.kɑː/,उप-लेख-पञ्जिका,0
382909,45523,उपलेप,n,n-----m--a,,,,/.pə.leː.pə/,उप-लेप,0
382910,45524,उपलेपन,n,n-----n--a,,,,/.pə.leː.pə.nə/,उप-लेपन,0
382911,45525,उपलेपिन्,a,ap----a--n,,,,/.pə.leː.pin/,उप-लेपिन्,0
382912,,उपलिख्,v,v----a--6- v----d--6-,,,,/.pə.likʰ/,उप-लिख्,0
382913,,उपलिप्,v,v----a--6- v----a--1- v----d--1-,,,,/.pə.lip/,उप-लिप्,0
382914,45518,उपलिप्सु,a,ap----a--u,,,,/.pə.ˈlip.su/,उप-लिप्सु,0
382915,45517,उपलिप्सा,n,n-----f--ā,,,,/.pə.ˈlip.sɑː/,उप-लिप्सा,0
382916,,उपलिप्त,a,ap----a--a,,,,/.pə.ˈlip.t̪ə/,उप-लिप्त,0
382917,45521,उपलिङ्ग,n,n-----n--a,,,,/.pə.liŋ.gə/,उप-लिङ्ग,0
382918,45528,उपलोह,n,n-----n--a,,,,/.pə.loː.ɦə/,उप-लोह,0
382919,,उपलुभ्,v,v----a--6- v----a--4-,,,,/.pə.lubʱ/,उप-लुभ्,0
382921,45491,उपला,n,n-----f--ā,,,,/.pə.lɑː/,उपला,0
382922,45516,उपलाभ,n,n-----m--a,,,,/.pə.lɑː.bʱə/,उप-लाभ,0
382923,45519,उपलालन,n,n-----n--a,,,n-----f--ā=उपलालनआ,/.pə.lɑː.lə.nə/,उप-लालन,0
382924,,उपलालित,a,ap----a--a,,,,/.pə.lɑː.li.t̪ə/,उप-लालित,0
382925,,उपलाश,n,n-----m--a,,,,/.pə.lɑː.ɕə/,उपलाश,0
382926,,उपली,v,v----a--9- v----a--1- v----d--4- v----a--4-,,,,/.pə.liː/,उप-ली,0
382927,45313,उपम,a,ap----a--a,,,,/.pə.mə/,उपम,0
382928,45313,उपम,a,ap----a--a,,ap----f--ā=>ा,,/.pə.mə/,उपम॔,0
382929,,उपमद्,v,v----a--0-,,,,/.pə.məd̪/,उप-मद्,0
382930,45304,उपमद्गु,n,n-----m--u,,,,/.pə.ˈməd̪.gu/,उप-मद्गु,0
382931,45305,उपमध्यमा,n,n-----f--ā,,,,/.pə.ˈməd̪ʰ.jə.mɑː/,उप-मध्यमा,0
382932,,उपमज्ज्,v,v----a--6-,,,,/.pə.məd͡ʑd͡ʑ/,उप-मज्ज्,0
382933,45299,उपमज्जन,n,n-----n--a,,,,/.pə.ˈməd͡ʑ.d͡ʑə.nə/,उप-मज्जन,0
382934,,उपमन्थन,n,n-----n--a,,,,/.pə.mən.t̪ʰə.nə/,उप-मन्थन,0
382935,45301,उपमन्थनी,n,n-----f--ī,,,,/.pə.mən.t̪ʰə.niː/,उप-मन्थनी॔,0
382936,45302,उपमन्थितृ,a,ap----a--r,,,,/.pə.mən.t̪ʰi.t̪ɹ̩/,उप-मन्थितृ॔,0
382937,,उपमन्त्र्,v,v----d--0- v----a--0-,,,,/.pə.mənt̪ɹ/,उप-मन्त्र्,0
382938,45306,उपमन्त्रण,n,n-----n--a,,,,/.pə.mən.t̪ɹə.ɳə/,उप-मन्त्रण,0
382939,45308,उपमन्त्रिन्,a,ap----a--n,,,,/.pə.mən.t̪ɹin/,उप-मन्त्रि॔न्,0
382940,45309,उपमन्त्रिन्,n,n-----m--n,,,,/.pə.mən.t̪ɹin/,उप-मन्त्रिन्,0
382941,,उपमन्त्रित,a,ap----a--a,,,,/.pə.mən.t̪ɹi.t̪ə/,उ॔प-मन्त्रित,0
382942,45311,उपमन्यु,n,n-----m--u,,,,/.pə.mən.ju/,उप-मन्यु॔,0
382943,45310,उपमन्यु,a,ap----a--u,,,,/.pə.mən.ju/,उप-मन्यु॔,0
382944,45311,उपमन्यु,n,n-----m--u,,,,/.pə.mən.ju/,उप-मन्यु,0
382945,45346,उपमर्द,n,n-----m--a,,,,/.pə.ˈməɹ.d̪ə/,उप-मर्द,0
382946,45347,उपमर्दक,a,ap----a--a,,,,/.pə.ˈməɹ.d̪ə.kə/,उप-मर्दक,0
382947,45348,उपमर्दन,n,n-----n--a,,,,/.pə.ˈməɹ.d̪ə.nə/,उप-मर्दन,0
461038,,निलय,-,,,,,/ni.lə.jə/,नि-लय,0
382948,45349,उपमर्दिन्,a,ap----a--n,,,,/.pə.ˈməɹ.d̪in/,उप-मर्दिन्,0
382949,,उपमर्षित,a,ap----a--a,,,,/.pə.ˈməɹ.ʂi.t̪ə/,उप-मर्षित,0
382950,,उपमथ्,v,v----a--1- v----a--9- v----d--9-,,,,/.pə.mət̪ʰ/,उप-मथ्,0
382951,45300,उपमथित,a,ap----a--a,,,,/.pə.mə.t̪ʰi.t̪ə/,उप-मथित,0
382952,45296,उपमश्रवस्,a,ap----a-sa,,,,/upəməɕɹəʋəs/,उपम॔-श्रवस्,0
382953,45297,उपमश्रवस्,n,n-----m-sa,,,,/upəməɕɹəʋəs/,उपम॔-श्रवस्,0
382954,171290,उपमश्रवस्तम,a,ap----a--a,,,,/upəməɕɹəʋəst̪əmə/,उपम॔-श्रवस्-तम,0
382955,45351,उपमेखलम्,r,rp--------,,,,/.pə.meː.kʰə.ləm/,उप-मेखलम्,0
382956,45317,उपमेत,n,n-----m--a,,,,/.pə.meː.t̪ə/,उपमेत,0
382957,,उपमेय,a,ap----a--a,,,,/.pə.meː.jə/,उप-मेय,0
382958,45331,उपमेय,n,n-----n--a,,,,/.pə.meː.jə/,उप-मेय,0
382959,45332,उपमेयोपमा,n,n-----f--ā,,,,/.pə.meː.joː.pə.mɑː/,उपमेयोपमा,0
382960,,उपमि,v,v----a--0-,,,,/.pə.mi/,उप-मि,0
382961,,उपमिह्,v,v----a--1- v----d--1-,,,,/.pə.miɦ/,उप-मिह्,0
382962,45339,उपमित्,n,n-----f--c,,,,/.pə.mit̪/,उप-मि॔त्,0
382963,,उपमित,a,ap----a--a,,,,/.pə.mi.t̪ə/,उप-मित,0
382965,45329,उपमिति,n,n-----f--i,,,,/.pə.mi.t̪i/,उप-मिति,0
382966,45341,उपमित्र,n,n-----n--a,,,,/.pə.ˈmit̪.ɹə/,उप-मित्र,0
382967,,उपम्लुच्,v,v----a--1-,,,,/.pəm.lut͡ɕ/,उप-म्लुच्,0
382968,,उपम्लुप्,v,v----a----,,,,/.pəm.lup/,उप-म्लुप्,0
382969,,उपम्लुप्त,a,ap----a--a,,,,/.pəm.ˈlup.t̪ə/,उ॔प-म्लुप्त,0
382970,,उपमुच्,v,v----a--6- v----d--6-,,,,/.pə.mut͡ɕ/,उप-मुच्,0
382971,45342,उपमुखम्,r,rp--------,,,,/.pə.mu.kʰəm/,उप-मुखम्,0
382972,,उपमा,a,ap----a--ā,,,,/.pə.mɑː/,उप-मा,0
382973,45312,उपमा,n,n-----f--ā,,,,/.pə.mɑː/,उप-मा॔,0
382974,221105,उपमा,r,rp--------,,,,/.pə.mɑː/,उपमा॔,0
382975,,उपमा,v,v----a--2- v----d--3- v----d--4-,,,,/.pə.mɑː/,उप-मा,0
382976,45303,उपमाद,n,n-----m--a,,,,/.pə.mɑː.d̪ə/,उप-मा॔द,0
382977,,उपमाद्रव्य,n,n-----n--a,,,,/.pə.mɑːd̪.ˈɹəʋ.jə/,उप-मा॔-द्रव्य,0
382978,45336,उपमालिनी,n,n-----f--ī,,,,/.pə.mɑː.li.niː/,उप-मालिनी,0
382979,45337,उपमालिनीतीरम्,r,rp--------,,,,/.pə.mɑː.li.niː.t̪iː.ɹəm/,उप-मालिनी-तीरम्,0
382980,45298,उपमाम्,r,rp--------,,,,/.pə.mɑːm/,उपमा॔म्,0
382981,45322,उपमान,n,n-----n--a,,,,/.pə.mɑː.nə/,उप-मान,0
382982,45323,उपमान,a,ap----a--a,,,,/.pə.mɑː.nə/,उप-मान,0
382983,45324,उपमानचिन्तामणि,n,n-----m--i,,,,/.pə.mɑː.nə.t͡ɕin.t̪ɑː.mə.ɳi/,उप-मान-चिन्ता-मणि,0
382984,,उपमानत्व,n,n-----n--a,,,,/.pə.mɑː.ˈnət̪.ʋə/,उप-मान-त्व,0
382985,45325,उपमानता,n,n-----f--ā,,,,/.pə.mɑː.nə.t̪ɑː/,उप-मान-ता,0
382986,45326,उपमानवत्,a,ap----a--c,,,,/.pə.mɑː.nə.ʋət̪/,उप-मान-वत्,0
382987,45327,उपमानोपमेयभाव,n,n-----m--a,,,,/.pə.mɑː.noː.pə.meː.jə.bʱɑː.ʋə/,उपमानोपमेय-भाव,0
382988,45344,उपमारण,n,n-----n--a,,,,/.pə.mɑː.ɹə.ɳə/,उप-मारण,0
382989,45315,उपमारूपक,n,n-----n--a,,,,/.pə.mɑː.ɹuː.pə.kə/,उप-मा॔-रूपक,0
382990,45338,उपमास्य,a,ap----a--a,,,,/.pə.mɑːs.jə/,उ॔पमास्य,0
382991,,उपमात्,n,n-----f--c,,,,/.pə.mɑːt̪/,उप-मा॔त्,0
382993,45333,उपमाति,n,n-----f--i,,,,/.pə.mɑː.t̪i/,उप-माति,0
382994,45333,उपमाति,n,n-----f--i,,,,/.pə.mɑː.t̪i/,उ॔प-माति,0
382995,45319,उपमाति,n,n-----m--i,,,,/.pə.mɑː.t̪i/,उ॔प-माति,0
382996,45334,उपमातिवनि,a,ap----a--i,,,,/.pə.mɑː.t̪i.ʋə.ni/,उप-माति-व॔नि,0
382997,45335,उपमातृ,n,n-----f--r,,,,/.pə.mɑː.t̪ɹ̩/,उप-मातृ,0
382998,45321,उपमातृ,a,ap----a--r,,,,/.pə.mɑː.t̪ɹ̩/,उप-मातृ,0
382999,45316,उपमाव्यतिरेक,n,n-----m--a,,,,/.pə.mɑːʋ.jə.t̪i.ɹeː.kə/,उप-मा॔-व्यतिरेक,0
383000,45343,उपमूलम्,r,rp--------,,,,/.pə.muː.ləm/,उप-मूल॔म्,0
383001,,उपमृ,v,v----d--6- v----a--6- v----a--1- v----d--1-,,,,/.pə.mɹ̩/,उप-मृ,0
383002,,उपमृद्,v,v----a--9- v----a--1- v----d--1-,,,,/.pə.mɹ̩d̪/,उप-मृद्,0
383003,,उपमृज्,v,v----a--2- v----d--2- v----a--6- v----d--6- v----a--1- v----d--1- v----a--0-,,,,/.pə.mɹ̩d͡ʑ/,उप-मृज्,0
383004,45345,उपमृत,a,ap----a--a,,,,/.pə.mɹ̩.t̪ə/,उ॔प-मृत,0
383005,,उपमृष्,v,v----a--1- v----d--1-,,,,/.pə.mɹ̩ʂ/,उप-मृष्,0
383006,,उपमॄ,v,v----a--9-,,,,/.pə.mɹ̩ː/,उप-मॄ,0
383007,,उपनद्,v,v----a--1-,,,,/.pə.nəd̪/,उप-नद्,0
383008,45127,उपनदम्,r,rp--------,,,,/.pə.nə.d̪əm/,उप-नदम्,0
383009,45137,उपनद्ध,a,ap----a--a,,,,/.pə.ˈnəd̪.d̪ʰə/,उप-नद्ध,0
383010,,उपनद्धव्य,a,ap----a--a,,,,/.pə.ˈnəd̪.ˈd̪ʰəʋ.jə/,उप-नद्धव्य,0
383011,45128,उपनदि,r,rp--------,,,,/.pə.nə.d̪i/,उप-नदि,0
383013,45124,उपनगर,n,n-----n--a,,,,/.pə.nə.gə.ɹə/,उप-नगर,0
383014,45125,उपनगरभव,a,ap----a--a,,,,/.pə.nə.gə.ɹə.bʱə.ʋə/,उप-नगर-भव,0
383015,,उपनगरम्,r,rp--------,,,,/.pə.nə.gə.ɹəm/,उप-नगरम्,0
383016,,उपनह्,v,v----a--4- v----d--4-,,,,/.pə.nəɦ/,उप-नह्,0
383017,45139,उपनहन,n,n-----n--a,,,,/.pə.nə.ɦə.nə/,उप-नहन,0
383018,45123,उपनख,n,n-----n--a,,,,/.pə.nə.kʰə/,उप-नख,0
383019,,उपनक्ष्,v,v----a--1- v----d--1-,,,,/.pə.nəkʂ/,उप-नक्ष्,0
383020,45122,उपनक्षत्र,n,n-----n--a,,,,/.pə.ˈnək.ˈʂət̪.ɹə/,उप-नक्षत्र॔,0
383021,,उपनम्,v,v----a--1- v----d--1-,,,,/.pə.nəm/,उप-नम्,0
383022,45134,उपनम्र,a,ap----a--a,,,,/.pə.nəm.ɹə/,उप-नम्र,0
383023,45129,उपनन्द,n,n-----m--a,,,,/.pə.nən.d̪ə/,उप-नन्द,0
383024,45130,उपनन्दक,n,n-----m--a,,,,/.pə.nən.d̪ə.kə/,उप-नन्दक,0
383025,45131,उपनन्दन,n,n-----m--a,,,,/.pə.nən.d̪ə.nə/,उप-नन्दन,0
383026,45136,उपनर,n,n-----m--a,,,,/.pə.nə.ɹə/,उप-नर,0
383027,,उपनत,a,ap----a--a,,,,/.pə.nə.t̪ə/,उ॔प-नत,0
383028,45133,उपनति,n,n-----f--i,,,,/.pə.nə.t̪i/,उ॔प-नति,0
383029,45174,उपनय,n,n-----m--a,,,,/.pə.nə.jə/,उप-नय,0
383030,45175,उपनयन,n,n-----n--a,,,,/.pə.nə.jə.nə/,उप-नयन,0
383031,,उपनयनचिन्तामणि,n,n-----m--i,,,,/.pə.nə.jə.nə.t͡ɕin.t̪ɑː.mə.ɳi/,उप-नयन-चिन्तामणि,0
383032,,उपनयनलक्षण,n,n-----n--a,,,,/.pə.nə.jə.nə.ˈlək.ʂə.ɳə/,उप-नयन-लक्षण,0
383033,,उपनेतव्य,a,ap----a--a,,,,/.pə.neː.ˈt̪əʋ.jə/,उप-नेतव्य,0
383034,45185,उपनेतृ,n,n-----m--r,,,,/.pə.neː.t̪ɹ̩/,उप-नेतृ,0
383035,45184,उपनेतृ,a,ap----a--r,,ap----f--ī=>त्री,,/.pə.neː.t̪ɹ̩/,उप-नेतृ,0
383036,,उपनेय,a,ap----a--a,,,,/.pə.neː.jə/,उप-नेय,0
383037,,उपनिबद्ध,a,ap----a--a,,,,/.pə.ni.ˈbəd̪.d̪ʰə/,उप-निबद्ध,0
383038,,उपनिबन्ध्,v,v----a--9- v----d--9- v----a--1- v----d--1- v----a--4- v----d--4-,,,,/.pə.ni.bənd̪ʰ/,उप-नि-बन्ध्,0
383039,45158,उपनिबन्ध,n,n-----m--a,,,,/.pə.ni.bən.d̪ʰə/,उप-निबन्ध,0
383040,45159,उपनिबन्धन,a,ap----a--a,,,,/.pə.ni.bən.d̪ʰə.nə/,उप-निबन्धन,0
383041,45160,उपनिबन्धन,n,n-----n--a,,,,/.pə.ni.bən.d̪ʰə.nə/,उप-निबन्धन,0
383042,45161,उपनिभ,a,ap----a--a,,,,/.pə.ni.bʱə/,उप-निभ,0
383043,45151,उपनिधि,n,n-----m--i,,,,/.pə.ni.d̪ʰi/,उप-निधि,0
383044,,उपनिध्यातव्य,a,ap----a--a,,,,/.pə.ˈnid̪ʰ.jɑː.ˈt̪əʋ.jə/,उप-निध्यातव्य,0
383045,,उपनिधा,v,v----a--3- v----d--3- v----a--1- v----d--1- v----a--2- v----d--4- v----a--4-,,,,/.pə.ni.d̪ʰɑː/,उप-नि-धा,0
383046,45150,उपनिधान,n,n-----n--a,,,,/.pə.ni.d̪ʰɑː.nə/,उप-निधान,0
383047,45149,उपनिधातृ,a,ap----a--r,,,,/.pə.ni.d̪ʰɑː.t̪ɹ̩/,उप-निधातृ॔,0
383048,,उपनिगम्,v,v----a--1- v----a--2- v----a--3- v----d--1-,,,,/.pə.ni.gəm/,उप-नि-गम्,0
383049,,उपनिग्रह्,v,v----a--9- v----d--9-,,,,/.pə.ˈnig.ɹəɦ/,उप-नि-ग्रह्,0
383050,,उपनिग्राहम्,r,rp--------,,,,/.pə.ˈnig.ɹɑː.ɦəm/,उप-निग्राहम्,0
383051,,उपनिहन्,v,v----a--2- v----d--2- v----a--1-,,,,/.pə.ni.ɦən/,उप-नि-हन्,0
383052,45152,उपनिहित,a,ap----a--a,,,,/.pə.ni.ɦi.t̪ə/,उप-निहित,0
383053,,उपनिह्श्रि,v,v----a--1- v----d--1-,,,,/.pə.ˈnihɕ.ɹi/,उप-निः-श्रि,0
383054,45148,उपनिक्षेप,n,n-----m--a,,,,/.pə.ˈnik.ʂeː.pə/,उप-निक्षेप,0
383055,,उपनिक्षिप्,v,v----a--6- v----d--6- v----a--4- v----d--4-,,,,/.pə.ˈnik.ʂip/,उप-नि-क्षिप्,0
383056,,उपनिमज्ज्,v,v----a--6-,,,,/.pə.ni.məd͡ʑd͡ʑ/,उप-नि-मज्ज्,0
383057,,उपनिमन्द्,v,v----a----,,,,/.pə.ni.mənd̪/,उप-नि-मन्द्,0
383058,,उपनिमन्त्र्,v,v----d--0- v----a--0-,,,,/.pə.ni.mənt̪ɹ/,उप-नि-मन्त्र्,0
383059,45162,उपनिमन्त्रण,n,n-----n--a,,,,/.pə.ni.mən.t̪ɹə.ɳə/,उप-निमन्त्रण,0
383060,,उपनिम्रेड्,v,v----a--1-,,,,/.pə.nim.ɹeːɖ/,उप-नि-म्रेड्,0
383061,,उपनिनीषु,a,ap----a--u,,,,/.pə.ni.niː.ʂu/,उप-निनीषु,0
383062,160425,उपनिपद्,v,v----d--4-,,,,/.pə.ni.pəd̪/,उप-नि-पद्,0
383063,,उपनिपत्,v,v----a--1- v----d--1-,,,,/.pə.ni.pət̪/,उप-नि-पत्,0
383064,,उपनिप्लु,v,v----d--1- v----a--1-,,,,/.pə.ˈnip.lu/,उप-नि-प्लु,0
383065,45153,उपनिपात,n,n-----m--a,,,,/.pə.ni.pɑː.t̪ə/,उप-निपात,0
383066,45154,उपनिपातन,n,n-----n--a,,,,/.pə.ni.pɑː.t̪ə.nə/,उप-निपातन,0
383067,45155,उपनिपातिन्,a,ap----a--n,,,,/.pə.ni.pɑː.t̪in/,उप-निपातिन्,0
383068,,उपनिपीड्,v,v----a--0-,,,,/.pə.ni.piːɖ/,उप-नि-पीड्,0
383069,,उपनिपीडित,a,ap----a--a,,,,/.pə.ni.piː.ɖi.t̪ə/,उप-निपीडित,0
383070,45163,उपनिर्गम,n,n-----m--a,,,,/.pə.ˈniɹ.gə.mə/,उप-निर्गम,0
383071,,उपनिर्हृ,v,v----d--9-,,,,/.pə.ˈniɹ.ɦɹ̩/,उप-निर्-हृ,0
383072,,उपनिरुध्,v,v----a--7- v----d--7-,,,,/.pə.ni.ɹud̪ʰ/,उप-नि-रुध्,0
383073,,उपनिर्वृत्,v,v----d--1-,,,,/.pə.ˈniɹ.ʋɹ̩t̪/,उप-निर्-वृत्,0
383074,,उपनिवप्,v,v----a--1- v----d--1-,,,,/.pə.ni.ʋəp/,उप-नि-वप्,0
383075,45164,उपनिवपन,n,n-----n--a,,,,/.pə.ni.ʋə.pə.nə/,उप-निवपन,0
383076,,उपनिवर्तम्,r,rp--------,,,,/.pə.ni.ˈʋəɹ.t̪əm/,उप-निवर्तम्,0
383077,45167,उपनिवेश,n,n-----m--a,,,,/.pə.ni.ʋeː.ɕə/,उप-निवेश,0
383078,45166,उपनिवेशिन्,a,ap----a--n,,,,/.pə.ni.ʋeː.ɕin/,उप-निवेशिन्,0
383079,,उपनिवेशिनी,n,n-----f--ī,,,,/.pə.ni.ʋeː.ɕi.niː/,उप-निवेशिनी,0
383080,160438,उपनिवेष्ट्,v,v----d--1-,,,,/.pə.ni.ʋeːʂʈ/,उप-नि-वेष्ट्,0
383081,,उपनिविश्,v,v----a--6- v----d--6-,,,,/.pə.ni.ʋiɕ/,उप-नि-विश्,0
383082,45165,उपनिविष्ट,a,ap----a--a,,,,/.pə.ni.ˈʋiʂ.ʈə/,उप-निविष्ट,0
383083,,उपनिवृ,v,v----a--5- v----a--9- v----d--9-,,,,/.pə.ni.ʋɹ̩/,उप-नि-वृ,0
383084,160437,उपनिवृत्,v,v----d--1-,,,,/.pə.ni.ʋɹ̩t̪/,उप-नि-वृत्,0
383085,,उपनियुज्,v,v----a--7- v----d--7-,,,,/.pə.ni.jud͡ʑ/,उप-नि-युज्,0
383086,,उपनिशम्,v,v----a--4- v----a--9-,,,,/.pə.ni.ɕəm/,उप-नि-शम्,0
383087,,उपनिश्रि,v,v----a--1- v----d--1-,,,,/upəniɕɹi/,उप-नि-श्रि,0
383088,45168,उपनिषद्,n,n-----f--c,,,,/.pə.ni.ʂəd̪/,उप-निष॔द्,0
383089,,उपनिषद्,v,v----a--1- v----a--6-,,,,/.pə.ni.ʂəd̪/,उप-नि-षद्,0
383090,,उपनिषद,n,n-----n--a,,,,/.pə.ni.ʂə.d̪ə/,उप-निषद,0
383091,,उपनिषद्ब्राह्मण,n,n-----n--a,,,,/.pə.ni.ˈʂəd̪.bɹɑːɦ.mə.ɳə/,उप-निष॔द्-ब्राह्मण,0
383092,,उपनिषद्रत्न,n,n-----n--a,,,,/.pə.ni.ˈʂəd̪.ˈɹət̪.nə/,उप-निष॔द्-रत्न,0
383093,,उपनिषद्विवरण,n,n-----n--a,,,,/.pə.ni.ˈʂəd̪.ʋi.ʋə.ɹə.ɳə/,उप-निष॔द्-विवरण,0
383094,,उपनिषत्कृ,v,v----a--8-,,,,/.pə.ni.ˈʂət̪.kɹ̩/,उप-निष॔-त्-कृ,0
383095,160442,उपनिषेव्,v,v----d--1-,,,,/.pə.ni.ʂeːʋ/,उप-नि-षेव्,0
383096,45171,उपनिष्कर,n,n-----m--a,,,,/.pə.ˈniʂ.kə.ɹə/,उप-निष्-कर,0
383097,,उपनिष्क्रम्,v,v----a--1- v----d--1- v----a--4- v----d--4-,,,,/.pə.ˈniʂ.kɹəm/,उप-निष्-क्रम्,0
383098,45172,उपनिष्क्रमण,n,n-----n--a,,,,/.pə.ˈniʂ.kɹə.mə.ɳə/,उप-निष्क्रमण,0
383099,45173,उपनिष्क्रान्त,a,ap----a--a,,,,/.pə.ˈniʂ.kɹɑːn.t̪ə/,उप-निष्क्रान्त,0
383100,45170,उपनिषादिन्,a,ap----a--n,,ap----f--ī=>िनी,,/.pə.ni.ʂɑː.d̪in/,उप-निषादिन्,0
383101,,उपनुद्,v,v----a--6- v----d--6-,,,,/.pə.nud̪/,उप-नुद्,0
383102,,उपनुन्न,a,ap----a--a,,,,/.pə.nun.nə/,उप-नुन्न,0
383103,,उपन्यस्,v,v----a--4- v----d--4-,,,,/.pən.jəs/,उप-न्य्-अस्,0
383104,,उपन्यस्त,a,ap----a--a,,,,/.pən.ˈjəs.t̪ə/,उप-न्यस्त,0
383105,160451,उपन्याचर्,v,v----d--1- v----a--1-,,,,/.pən.jɑː.t͡ɕəɹ/,उप-न्य्-आ-चर्,0
