id,offset,pos,language,gloss,semfield
105681,00378829,n,10,"the performance of a piece of work: ""she did an outstanding job as Ophelia""; ""he gave it up as a bad job""",
105682,00378984,n,10,"a process or series of acts especially of a practical or mechanical nature involved in a particular form of work: ""the operations in building a house""; ""certain machine tool operations""",
105683,00379237,n,10,"performance of moral or religious acts: ""salvation by deeds"" or ""the reward for good works""",1565
105684,00379388,n,10,"work done by one person or group that benefits another: ""budget separately for goods and services""",
105685,00379558,n,10,washing clothes and bed linens,2353
105686,00379645,n,10,"the work of making something shine by polishing it: ""he performed the menial chore of shining shoes""",
105687,00379811,n,10,"the service provided by a utility company: ""the cost of utilities never decreases""",
105688,00379947,n,10,(common law) the acts performed by an English feudal tenant for the benefit of his lord which formed the consideration for the property granted to him,"1802,2768"
105689,00380205,n,10,land tenure by agricultural service or payment of rent; not burdened with military service,"1802,2768"
105690,00380348,n,10,land tenure by service in the lord's army,"1781,1802,2768"
105691,00380452,n,10,land tenure by service to the lord as a knight,"1802,2768"
105692,00380561,n,10,the work of a housewife,
105693,00380642,n,10,the work of cleaning and running a house,2353
105694,00380753,n,10,the work of ironing washed clothes,
105695,00380841,n,10,work that a person is expected to do in a specified time,
105696,00380970,n,10,the number of cases handled in a given period of time (as by a court or agency),1802
105697,00381105,n,10,work paid for according to the quantity produced,
105698,00381209,n,10,"active work of little value: ""while he was waiting he filled the days with busywork""",
105699,00381360,n,10,the work of cutting down trees for timber,
105700,00381455,n,10,work that is left incomplete,
105701,00381561,n,10,work to be done at night,
105702,00381641,n,10,work that involves handling papers: forms or letters or reports etc.,
105703,00381765,n,10,an organized activity to improve the condition of disadvantaged people in society,1675
105704,00381958,n,10,"the principal activity in your life: ""he's not in my line of business""",
105705,00382316,n,10,"any activity that occupies a person's attention; ""he missed the bell in his occupation with the computer game""",
105706,00382483,n,10,"informal terms for your occupation: ""he's in the plumbing game""; ""she's in show biz""",
105707,00382624,n,10,the particular occupation for which you are trained,
105708,00382821,n,10,"the special line of work you have adopted as your career: ""his specialization is gastroenterology""",
105709,00383035,n,10,the act of specializing; making something suitable for a special purpose,
105710,00383185,n,10,the act of making something spiritual; infusing it with spiritual content,
105711,00383340,n,10,becoming urbanized; changing from a rural to an urban state,
105712,00383458,n,10,familiarizing with or converting to customs and practices of Western civilization,
105713,00383600,n,10,the principal work of your career,
105714,00383688,n,10,"careers in general: ""it happens in all walks of life""",
105715,00383807,n,10,"the occupation for which you are paid: ""he is looking for a job""; ""a lot of people are out of work""",
105716,00384174,n,10,"the responsibility to do something: ""it is their job to print the truth""",
105717,00384296,n,10,"employment in work for another: ""he retired after 30 years of service""",
105718,00384420,n,10,"performance of duties helpful to others: ""the mayor tried to maintain city services"" or ""the medical services are excellent""",
105719,00384599,n,10,employment within a government system (especially in civil service),
105720,00384745,n,10,(British) the job of a head of a government department,1820
105802,00393890,n,10,the position of secretary,1820
105721,00384872,n,10,(British) the job of a senior minister who is a member of the British cabinet,1820
105722,00385049,n,10,the position of the cabinet minister who is in charge of government affairs,1820
105723,00385219,n,10,"the job to which you are (or hope to be) appointed; ""he applied for an appointment in the treasury""",
105724,00385376,n,10,"a job in an organization or hierarchy: ""he ocupied a post in the treasury""",
105725,00387183,n,10,the position of member of an honorary academy,
105726,00387290,n,10,the position of accountant,
105727,00387377,n,10,the office of admiral,
105728,00387454,n,10,the post of ambassador,
105729,00387537,n,10,the position of apostle,
105730,00387618,n,10,the position of apprentice,
105731,00387705,n,10,the position of attorney,
105732,00387788,n,10,the office of bailiff,
105733,00387867,n,10,the office of bishop,1565
105734,00387942,n,10,the position of cadet,
105735,00388019,n,10,the office of a caliph,
105736,00388097,n,10,the post of captain,
105737,00388186,n,10,the office of cardinal,
105738,00388267,n,10,the position of chairman,1794
105739,00388350,n,10,the office of chancellor,
105740,00388435,n,10,the position of chaplain,
105741,00388531,n,10,the position of chieftain,
105742,00388630,n,10,the job of clerk,
105743,00388702,n,10,the position of commander,
105744,00388787,n,10,the position of comptroller,
105745,00388876,n,10,the post of consul,
105746,00388951,n,10,the position of controller,
105747,00389038,n,10,the position of council member,
105748,00389145,n,10,the position of counselor,1718
105749,00389247,n,10,the position of a curate,
105750,00389324,n,10,the position of curator,
105751,00389405,n,10,the position of custodian,
105752,00389490,n,10,the position or office of a dean,
105753,00389587,n,10,the position of a director of a business concern,1820
105754,00389694,n,10,the position of disciple,
105755,00389777,n,10,the position of editor,
105756,00389856,n,10,the office of elder,
105757,00389931,n,10,the office of an emir,
105758,00390006,n,10,the position of foreman,
105759,00390087,n,10,the office of general,
105760,00390166,n,10,the office of governor,
105761,00390247,n,10,the position of headmaster,"1794,1820"
105762,00390334,n,10,the position of headmistress,"1794,1820"
105763,00390424,n,10,the position of head,
105764,00390499,n,10,(British) the position of headmaster or headmistress,"1794,1820"
105765,00390642,n,10,the office of an incumbent,
105766,00390725,n,10,the office of inspector,
105767,00390808,n,10,the position of instructor,
105768,00390895,n,10,the position of intern,
105769,00390974,n,10,the position of judge,1802
105770,00391075,n,10,the post of lecturer,
105771,00391153,n,10,the post or office of legate,
105772,00391249,n,10,the office of legislator,
105773,00391334,n,10,the position of librarian,
105774,00391419,n,10,the position of a lieutenant,
105775,00391505,n,10,the position of magistrate,
105776,00391588,n,10,the position of manager,
105777,00391669,n,10,the post of marshall,
105778,00391747,n,10,the position of master,
105779,00391826,n,10,the position of mayor,
105780,00391903,n,10,the position of messiah,
105781,00391984,n,10,the position of moderator,
105782,00392069,n,10,the position of overlord,
105783,00392152,n,10,the position of pastor,
105784,00392243,n,10,the office of praetor,1707
105785,00392322,n,10,the position of precentor,
105786,00392407,n,10,the position of preceptor,
105787,00392492,n,10,the office of prefect,"1707,2446"
105788,00392570,n,10,the office or station of a prelate,
105789,00392670,n,10,the office of premier,
105790,00392749,n,10,the office and function of president,1718
105791,00392876,n,10,"the office of the US head of state: ""a President is elected every four years""",1718
105792,00393060,n,10,the office of primate,
105793,00393139,n,10,the post of principal,
105794,00393220,n,10,the office of prior,
105795,00393295,n,10,the position of proconsul,
105796,00393395,n,10,the position of proctor,
105797,00393476,n,10,the position of professor,1898
105798,00393569,n,10,the position of protector,
105799,00393654,n,10,the office of a receiver,
105803,00394299,n,10,"the position of the head of the Justice Department and the chief law enforcement officer of the United States: ""the post of Attorney General was created in 1789""","1794,1820"
