7798,सुविनय,a,ap----a--a,,,,/su.ʋi.nə.jə/,सु-विनय,0
370902,112814,साम्प्रतिक,a,ap----a--a,,ap----f--ī=>ी,,/sɑːm.pɹə.t̪i.kə/,साम्प्रतिक,0
370903,112813,साम्प्रताधिप,n,n-----m--a,,,,/sɑːm.pɹə.t̪ɑː.d̪ʰi.pə/,साम्प्रताधिप,0
370904,112817,साम्प्रयोगिक,a,ap----a--a,,,,/sɑːm.pɹə.joː.gi.kə/,साम्प्रयोगिक,0
370905,112818,साम्प्रयोगिकाधिकरण,n,n-----n--a,,,,/sɑːm.pɹə.joː.gi.kɑː.d̪ʰi.kə.ɹə.ɳə/,साम्प्रयोगिकाधिकरण,0
370906,,साम्प्रश्निक,a,ap----a--a,,,,/sɑːmpɹəɕnikə/,साम्प्रश्निक,0
370907,112820,साम्प्रियक,a,ap----a--a,,,,/sɑːm.pɹi.jə.kə/,साम्प्रियक,0
370908,112801,साम्पादिक,a,ap----a--a,,,,/sɑːm.pɑː.d̪i.kə/,साम्पादिक,0
371766,112045,सातल,n,n-----m--a,,,,/sɑː.t̪ə.lə/,सातल,0
370909,112809,साम्पातिक,a,ap----a--a,,,,/sɑːm.pɑː.t̪i.kə/,साम्पातिक,0
370910,112810,साम्पीक,n,n-----m--a,,,,/sɑːm.piː.kə/,साम्पीक,0
370911,,साम्राज्य,n,n-----m--a,,,,/sɑːm.ɹɑːd͡ʑ.jə/,सा॔म्राज्य॔,0
370912,112866,साम्राज्य,a,ap----a--a,,,,/sɑːm.ɹɑːd͡ʑ.jə/,सा॔म्राज्य,0
370913,112865,साम्राज्य,n,n-----n--a,,,,/sɑːm.ɹɑːd͡ʑ.jə/,सा॔म्राज्य,0
370914,112868,साम्राज्यदीक्षित,a,ap----a--a,,,,/sɑːm.ɹɑːd͡ʑ.jə.d̪iːk.ʂi.t̪ə/,सा॔म्राज्य-दीक्षित,0
370915,112867,साम्राज्यकृत्,a,ap----a--c,,,,/sɑːm.ɹɑːd͡ʑ.jə.kɹ̩t̪/,सा॔म्राज्य-कृत्,0
370916,112869,साम्राज्यलक्ष्मीपीठिका,n,n-----f--ā,,,,/sɑːm.ɹɑːd͡ʑ.jə.ˈləkʂ.miː.piː.ʈʰi.kɑː/,सा॔म्राज्य-लक्ष्मी-पीठिका,0
370917,,साम्राज्यलक्ष्मीपूजा,n,n-----f--ā,,,,/sɑːm.ɹɑːd͡ʑ.jə.ˈləkʂ.miː.puː.d͡ʑɑː/,सा॔म्राज्य-लक्ष्मी-पूजा,0
370918,,साम्राज्यसिद्धि,n,n-----f--i,,,,/sɑːm.ɹɑːd͡ʑ.jə.ˈsid̪.d̪ʰi/,सा॔म्राज्य-सिद्धि,0
370919,112870,साम्राज्यसिद्धिदा,n,n-----f--ā,,,,/sɑːm.ɹɑːd͡ʑ.jə.ˈsid̪.d̪ʰi.d̪ɑː/,सा॔म्राज्य-सिद्धिदा,0
370920,112872,साम्राणिज,n,n-----n--a,,,,/sɑːm.ɹɑː.ɳi.d͡ʑə/,साम्राणि-ज,0
370921,112871,साम्राणिकर्दम,n,n-----n--a,,,,/sɑːm.ɹɑː.ɳi.ˈkəɹ.d̪ə.mə/,साम्राणि-कर्दम,0
370922,112762,सामुदयिक,n,n-----n--a,,,,/sɑː.mu.d̪ə.ji.kə/,सामुदयिक,0
370923,112767,सामुद्ग,n,n-----n--a,,,,/sɑː.ˈmud̪.gə/,सामुद्ग,0
370924,112766,सामुद्ग,n,n-----m--a,,,,/sɑː.ˈmud̪.gə/,सामुद्ग,0
370926,112781,सामुद्र,n,n-----n--a,,,,/sɑː.ˈmud̪.ɹə/,सामुद्र,0
370931,112768,सामुद्र,a,ap----a--a,,,,/sɑː.ˈmud̪.ɹə/,सामुद्र,0
370932,112769,सामुद्र,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=सामुद्र",/sɑː.ˈmud̪.ɹə/,सामुद्र,0
370936,112774,सामुद्रबन्धु,n,n-----m--u,,,,/sɑː.ˈmud̪.ɹə.bən.d̪ʰu/,सामुद्र-बन्धु,0
370937,112776,सामुद्रक,a,ap----a--a,,,,/sɑː.ˈmud̪.ɹə.kə/,सामुद्रक,0
370938,112784,सामुद्रक,n,n-----m--a,,,,/sɑː.ˈmud̪.ɹə.kə/,सामुद्रक,0
370939,112778,सामुद्रक,n,n-----n--a,,,,/sɑː.ˈmud̪.ɹə.kə/,सामुद्रक,0
370941,112785,सामुद्रकविद्या,n,n-----f--ā,,,,/sɑː.ˈmud̪.ɹə.kə.ˈʋid̪.jɑː/,सामुद्रक-विद्या,0
370942,112773,सामुद्रनिष्कुट,n,n-----m--a,,,,/sɑː.ˈmud̪.ɹə.ˈniʂ.ku.ʈə/,सामुद्र-निष्कुट,0
370943,,सामुद्रस्थलक,a,ap----a--a,,,,/sɑː.ˈmud̪.ˈɹəs.t̪ʰə.lə.kə/,सामुद्र-स्थलक,0
370944,112782,सामुद्रतिलक,n,n-----m--a,,,,/sɑː.ˈmud̪.ɹə.t̪i.lə.kə/,सामुद्र-तिलक,0
370945,112783,सामुद्रविद्,a,ap----a--c,,,,/sɑː.ˈmud̪.ɹə.ʋid̪/,सामुद्र-विद्,0
370946,112779,सामुद्रि,n,n-----m--i,,,,/sɑː.ˈmud̪.ɹi/,सा॔मुद्रि,0
370947,112787,सामुद्रिक,n,n-----m--a,,,,/sɑː.ˈmud̪.ɹi.kə/,सामुद्रिक,0
370949,112788,सामुद्रिक,n,n-----n--a,,,,/sɑː.ˈmud̪.ɹi.kə/,सामुद्रिक,0
370950,112786,सामुद्रिक,a,ap----a--a,,,,/sɑː.ˈmud̪.ɹi.kə/,सामुद्रिक,0
370952,,सामुद्रिकचिन्तामणि,n,n-----m--i,,,,/sɑː.ˈmud̪.ɹi.kə.t͡ɕin.t̪ɑː.mə.ɳi/,सामुद्रिक-चिन्तामणि,0
370953,112790,सामुद्रिकज्ञ,a,ap----a--a,,,,/sɑː.ˈmud̪.ɹi.ˈkəd͡ʑ.ɲə/,सामुद्रिक-ज्ञ,0
370954,112789,सामुद्रिककण्ठाभरण,n,n-----n--a,,,,/sɑː.ˈmud̪.ɹi.kə.ˈkəɳ.ʈʰɑː.bʱə.ɹə.ɳə/,सामुद्रिक-कण्ठाभरण,0
370955,112791,सामुद्रिकलक्षण,n,n-----n--a,,,,/sɑː.ˈmud̪.ɹi.kə.ˈlək.ʂə.ɳə/,सामुद्रिक-लक्षण,0
370956,,सामुद्रिकसार,n,n-----m--a,,,,/sɑː.ˈmud̪.ɹi.kə.sɑː.ɹə/,सामुद्रिक-सार,0
370957,,सामुद्रिकशास्त्र,n,n-----n--a,,,,/sɑː.ˈmud̪.ɹi.kə.ɕɑːs.t̪ɹə/,सामुद्रिक-शास्त्र,0
370958,112777,सामुद्रिका,n,n-----f--ā,,,,/sɑː.ˈmud̪.ɹi.kɑː/,सामुद्रिका,0
370959,112792,सामुद्रिकाचार्य,n,n-----m--a,,,,/sɑː.ˈmud̪.ɹi.kɑː.t͡ɕɑːɹ.jə/,सामुद्रिकाचार्य,0
370960,112770,सामुद्री,n,n-----f--ī,,,,/sɑː.ˈmud̪.ɹiː/,सामुद्री,0
370961,112765,सामुदानिक,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=सामुदानिक",/sɑː.mu.d̪ɑː.ni.kə/,सामुदानिक,0
370962,112763,सामुदायिक,n,n-----n--a,,,,/sɑː.mu.d̪ɑː.ji.kə/,सामुदायिक,0
370963,112764,सामुदायिक,a,ap----a--a,,,,/sɑː.mu.d̪ɑː.ji.kə/,सामुदायिक,0
370964,112761,सामुत्कर्षिक,a,ap----a--a,,ap----f--ī=>ी,,/sɑː.ˈmut̪.ˈkəɹ.ʂi.kə/,सामुत्कर्षिक,0
370965,112858,साम्य,n,n-----n--a,,,,/sɑːm.jə/,साम्य,0
370966,112862,साम्यबोधक,a,ap----a--a,,,,/sɑːm.jə.boː.d̪ʰə.kə/,साम्य-बोधक,0
370967,112859,साम्यग्राह,n,n-----m--a,,,,/sɑːm.ˈjəg.ɹɑː.ɦə/,साम्य-ग्राह,0
370968,,साम्यत्व,n,n-----n--a,,,,/sɑːm.ˈjət̪.ʋə/,साम्य-त्व,0
370969,112860,साम्यता,n,n-----f--ā,,,,/sɑːm.jə.t̪ɑː/,साम्य-ता,0
370970,112861,साम्यतालविशारद,a,ap----a--a,,,,/sɑːm.jə.t̪ɑː.lə.ʋi.ɕɑː.ɹə.d̪ə/,साम्य-ताल-विशारद,0
370971,,साम्यावस्था,n,n-----f--ā,,,,/sɑːm.jɑː.ˈʋəs.t̪ʰɑː/,साम्यावस्था,0
370972,112864,साम्यावस्थान,n,n-----n--a,,,,/sɑːm.jɑː.ˈʋəs.t̪ʰɑː.nə/,साम्यावस्थान,0
370973,,सामाचारिक,a,ap----a--a,,,,/sɑː.mɑː.t͡ɕɑː.ɹi.kə/,सामाचारिक,0
370974,112553,सामाचारी,n,n-----f--ī,,,,/sɑː.mɑː.t͡ɕɑː.ɹiː/,सामाचारी,0
370975,112695,सामाजिक,a,ap----a--a,,,,/sɑː.mɑː.d͡ʑi.kə/,सामाजिक,0
370976,112696,सामाजिक,n,n-----m--a,,,,/sɑː.mɑː.d͡ʑi.kə/,सामाजिक,0
370977,112700,सामानदेशिक,a,ap----a--a,,,,/sɑː.mɑː.nə.d̪eː.ɕi.kə/,सामान-देशिक,0
370978,112699,सामानग्रामिक,a,ap----a--a,,,,/sɑː.mɑː.ˈnəg.ɹɑː.mi.kə/,सामान-ग्रामिक,0
370979,112702,सामानिक,a,ap----a--a,,,,/sɑː.mɑː.ni.kə/,सामानिक,0
370980,,सामान्त,n,n-----m--a,,,,/sɑː.mɑːn.t̪ə/,सामान्त,0
370981,112649,सामान्तरुक्थ्य,n,n-----m--a,,,,/sɑː.mɑːn.t̪ə.ˈɹuk.t̪ʰjə/,सामान्तर्-उक्थ्य,0
370986,112704,सामान्य,n,n-----n--a,,,,/sɑː.mɑːn.jə/,सामान्य,0
370987,112703,सामान्य,a,ap----a--a,,ap----f--ā=>ा,,/sɑː.mɑːn.jə/,सामान्य,0
370988,112722,सामान्यभाव,n,n-----m--a,,,,/sɑː.mɑːn.jə.bʱɑː.ʋə/,सामान्य-भाव,0
370989,,सामान्यभावग्रन्थ,n,n-----m--a,,,,/sɑː.mɑːn.jə.bʱɑː.ˈʋəg.ɹən.t̪ʰə/,सामान्य-भाव-ग्रन्थ,0
370990,,सामान्यभावव्यवस्थापन,n,n-----n--a,,,,/sɑː.mɑːn.jə.bʱɑː.ˈʋəʋ.jə.ˈʋəs.t̪ʰɑː.pə.nə/,सामान्य-भाव-व्यवस्थापन,0
370991,,सामान्यभावटिप्पणी,n,n-----f--ī,,,,/sɑː.mɑːn.jə.bʱɑː.ʋə.ˈʈip.pə.ɳiː/,सामान्य-भाव-टिप्पणी,0
370992,,सामान्यचन्द्रिका,n,n-----f--ā,,,,/sɑː.mɑːn.jə.t͡ɕən.d̪ɹi.kɑː/,सामान्य-चन्द्रिका,0
370993,112708,सामान्यच्छल,n,n-----n--a,,,,/sɑː.mɑːn.ˈjət͡ɕ.t͡ɕʰə.lə/,सामान्य-च्छल,0
370994,112714,सामान्यदेशवत्,r,rp--------,,,,/sɑː.mɑːn.jə.d̪eː.ɕə.ʋət̪/,सामान्य-देश-वत्,0
370995,112715,सामान्यधात्री,n,n-----f--ī,,,,/sɑː.mɑːn.jə.d̪ʰɑːt̪.ɹiː/,सामान्य-धात्री,0
370996,,सामान्यघट,n,n-----m--a,,,,/sɑː.mɑːn.jə.gʰə.ʈə/,सामान्य-घट,0
370997,,सामान्यहोमपद्धति,n,n-----f--i,,,,/sɑː.mɑːn.jə.ɦoːmə.ˈpəd̪.d̪ʰə.t̪i/,सामान्य-होम-पद्धति,0
370998,,सामान्यज्ञान,n,n-----n--a,,,,/sɑː.mɑːn.ˈjəd͡ʑ.ɲɑː.nə/,सामान्य-ज्ञान,0
370999,112706,सामान्यकविप्रशंसा,n,n-----f--ā,,,,/sɑː.mɑːn.jə.kə.ˈʋip.ɹə.ˈɕə̃.sɑː/,सामान्य-कवि-प्रशंसा,0
371000,112707,सामान्यक्रमवृत्ति,n,n-----f--i,,,,/sɑː.mɑːn.ˈjək.ɹə.mə.ˈʋɹ̩t̪.t̪i/,सामान्य-क्रम-वृत्ति,0
371001,112723,सामान्यलक्षण,n,n-----n--a,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳə/,सामान्य-लक्षण,0
371002,,सामान्यलक्षणदीधितिटिप्पणी,n,n-----f--ī,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳə.d̪iː.d̪ʰi.t̪i.ˈʈip.pə.ɳiː/,सामान्य-लक्षण-दीधिति-टिप्पणी,0
371003,,सामान्यलक्षणदीधितिटीका,n,n-----f--ā,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳə.d̪iː.d̪ʰi.t̪i.ʈiː.kɑː/,सामान्य-लक्षण-दीधिति-टीका,0
371004,,सामान्यलक्षणग्रन्थ,n,n-----m--a,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ˈɳəg.ɹən.t̪ʰə/,सामान्य-लक्षण-ग्रन्थ,0
371005,,सामान्यलक्षणकार्यकारणभाव,n,n-----m--a,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳə.kɑːɹ.jə.kɑː.ɹə.ɳə.bʱɑː.ʋə/,सामान्य-लक्षण-कार्य-कारण-भाव,0
371006,,सामान्यलक्षणप्रकाश,n,n-----m--a,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ˈɳəp.ɹə.kɑː.ɕə/,सामान्य-लक्षण-प्रकाश,0
371007,,सामान्यलक्षणपूर्वपक्षप्रकाश,n,n-----m--a,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳə.puːɹ.ʋə.ˈpək.ˈʂəp.ɹə.kɑː.ɕə/,सामान्य-लक्षण-पूर्व-पक्ष-प्रकाश,0
371008,,सामान्यलक्षणरहस्य,n,n-----n--a,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳə.ɹə.ˈɦəs.jə/,सामान्य-लक्षण-रहस्य,0
371009,,सामान्यलक्षणविचार,n,n-----m--a,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳə.ʋi.t͡ɕɑː.ɹə/,सामान्य-लक्षण-विचार,0
371010,,सामान्यलक्षणविवेचन,n,n-----n--a,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳə.ʋi.ʋeː.t͡ɕə.nə/,सामान्य-लक्षण-विवेचन,0
371011,,सामान्यलक्षणव्यभिचार,n,n-----m--a,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ˈɳəʋ.jə.bʱi.t͡ɕɑː.ɹə/,सामान्य-लक्षण-व्यभिचार,0
371013,,सामान्यलक्षणटिप्पणी,n,n-----f--ī,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳə.ˈʈip.pə.ɳiː/,सामान्य-लक्षण-टिप्पणी,0
371014,112724,सामान्यलक्षणा,n,n-----f--ā,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳɑː/,सामान्य-लक्षणा,0
371016,,सामान्यलक्षणी,n,n-----f--ī,,,,/sɑː.mɑːn.jə.ˈlək.ʂə.ɳiː/,सामान्य-लक्षणी,0
371017,,सामान्यम्,r,rp--------,,,,/sɑː.mɑːn.jəm/,सामान्यम्,0
371019,112717,सामान्यनिरुक्ति,n,n-----f--i,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.t̪i/,सामान्य-निरुक्ति,0
371046,112728,सामान्यवनिता,n,n-----f--ā,,,,/sɑː.mɑːn.jə.ʋə.ni.t̪ɑː/,सामान्य-वनिता,0
371020,,सामान्यनिरुक्तिद्वितीयतक्षण,n,n-----n--a,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.ˈt̪id̪.ʋi.t̪iː.jə.ˈt̪ək.ʂə.ɳə/,सामान्य-निरुक्ति-द्वितीय-तक्षण,0
371021,,सामान्यनिरुक्तिदीधितिटीका,n,n-----f--ā,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.t̪i.d̪iː.d̪ʰi.t̪i.ʈiː.kɑː/,सामान्य-निरुक्ति-दीधिति-टीका,0
371022,,सामान्यनिरुक्तिग्रन्थरहस्य,n,n-----n--a,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.ˈt̪ig.ɹən.t̪ʰə.ɹə.ˈɦəs.jə/,सामान्य-निरुक्ति-ग्रन्थ-रहस्य,0
371023,,सामान्यनिरुक्तिग्रन्थार्थ,n,n-----m--a,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.ˈt̪ig.ɹən.t̪ʰɑːɹ.t̪ʰə/,सामान्य-निरुक्ति-ग्रन्थार्थ,0
371024,,सामान्यनिरुक्तिक्रोड,n,n-----m--a,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.ˈt̪ik.ɹoː.ɖə/,सामान्य-निरुक्ति-क्रोड,0
371025,,सामान्यनिरुक्तिलक्षण,n,n-----n--a,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.t̪i.ˈlək.ʂə.ɳə/,सामान्य-निरुक्ति-लक्षण,0
371026,,सामान्यनिरुक्तिपत्त्र,n,n-----n--a,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.t̪i.ˈpət̪.t̪ɹə/,सामान्य-निरुक्ति-पत्त्र,0
371027,,सामान्यनिरुक्तिप्रथमलक्षण,n,n-----n--a,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.ˈt̪ip.ɹə.t̪ʰə.mə.ˈlək.ʂə.ɳə/,सामान्य-निरुक्ति-प्रथम-लक्षण,0
371028,,सामान्यनिरुक्तिविवेचन,n,n-----n--a,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.t̪i.ʋi.ʋeː.t͡ɕə.nə/,सामान्य-निरुक्ति-विवेचन,0
371029,,सामान्यनिरुक्तिव्याख्या,n,n-----f--ā,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.ˈt̪iʋ.jɑːkʰ.jɑː/,सामान्य-निरुक्ति-व्याख्या,0
371030,,सामान्यनिरुक्तिटीका,n,n-----f--ā,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.t̪i.ʈiː.kɑː/,सामान्य-निरुक्ति-टीका,0
371031,,सामान्यनिरुक्त्यभिनवव्याख्या,n,n-----f--ā,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.t̪jə.bʱi.nə.ˈʋəʋ.jɑːkʰ.jɑː/,सामान्य-निरुक्त्य्-अभिनव-व्याख्या,0
371032,,सामान्यनिरुक्त्यनुगम,n,n-----m--a,,,,/sɑː.mɑːn.jə.ni.ˈɹuk.t̪jə.nu.gə.mə/,सामान्य-निरुक्त्य्-अनुगम,0
371033,,सामान्यनायिका,n,n-----f--ā,,,,/sɑː.mɑːn.jə.nɑː.ji.kɑː/,सामान्य-नायिका,0
371034,112719,सामान्यपदार्थ,n,n-----m--a,,,,/sɑː.mɑːn.jə.pə.d̪ɑːɹ.t̪ʰə/,सामान्य-पदार्थ,0
371035,112718,सामान्यपक्ष,n,n-----m--a,,,,/sɑː.mɑːn.jə.ˈpək.ʂə/,सामान्य-पक्ष,0
371036,112721,सामान्यप्रतिपत्तिपूर्वम्,r,rp--------,,,,/sɑː.mɑːn.ˈjəp.ɹə.t̪i.ˈpət̪.t̪i.puːɹ.ʋəm/,सामान्य-प्रतिपत्ति-पूर्वम्,0
371037,112720,सामान्यपूर्वम्,r,rp--------,,,,/sɑː.mɑːn.jə.puːɹ.ʋəm/,सामान्य-पूर्वम्,0
371038,,सामान्यसूत्र,n,n-----n--a,,,,/sɑː.mɑːn.jə.suːt̪.ɹə/,सामान्य-सूत्र,0
371039,112710,सामान्यतम,a,ap----a--a,,,,/sɑː.mɑːn.jə.t̪ə.mə/,सामान्य-तम,0
371040,112711,सामान्यतर,a,ap----a--a,,,,/sɑː.mɑːn.jə.t̪ə.ɹə/,सामान्य-तर,0
371041,112712,सामान्यतस्,r,rp--------,,,,/sɑː.mɑːn.jə.t̪əs/,सामान्य-तस्,0
